"Ông bà nội đối xử bất công với cha tôi","Ông bà nội có 5 người con đẻ, trong đó bố tôi là con trai cả, ngoài ra còn có 3 cô và một chú. ",https://vnexpress.net/ong-ba-noi-doi-xu-bat-cong-voi-cha-toi-4106471.html,"Thứ năm, 28/5/2020, 12:00 (GMT+7)",Minh
"Sợ gần gũi chồng","Tôi 32 tuổi, có 2 bé, lập gia đình được 9 năm. Tôi chấp nhận làm vợ anh vì cảm nhận được anh thương và lo cho tôi. ",https://vnexpress.net/so-gan-gui-chong-4106472.html,"Thứ năm, 28/5/2020, 11:59 (GMT+7)",Ly
"Không thể nghĩ bồ của chồng lại xấu tệ","Tôi ở cạnh anh lâu, với lại muốn có con nên vẫn cố lấy dù nhận ra sự khác biệt giữa hai người.",https://vnexpress.net/khong-the-nghi-bo-cua-chong-lai-xau-te-4097641.html,"Thứ năm, 28/5/2020, 06:00 (GMT+7)",Nhung
"Em trai tôi muốn cưới người có con riêng bằng tuổi mình","Em trai tôi gần 30 tuổi, đang yêu một cô gái Đài Loan và muốn tiến tới hôn nhân.",https://vnexpress.net/em-trai-toi-muon-cuoi-nguoi-co-con-rieng-bang-tuoi-minh-4098770.html,"Thứ năm, 28/5/2020, 14:44 (GMT+7)",Linh
"Bạn trai muốn hỗ trợ em ruột mua nhà","Tôi 28 tuổi, bạn trai 34 tuổi, yêu nhau 8 năm. Anh là tình đầu và duy nhất của tôi đến hiện tại.",https://vnexpress.net/ban-trai-muon-ho-tro-em-ruot-mua-nha-4106478.html,"Thứ năm, 28/5/2020, 14:46 (GMT+7)",Như
"Bạn trai giấu chuyện từng đổ vỡ","Tôi và anh quen nhau gần 2 năm. Ngay từ lúc đầu, anh đã nói dối tôi về quá khứ.",https://vnexpress.net/ban-trai-giau-chuyen-tung-do-vo-4106468.html,"Thứ năm, 28/5/2020, 14:44 (GMT+7)",Quỳnh
"Mất tất cả vì lỡ dính vào cờ bạc","Tôi là chàng trai 26 tuổi, xuất thân trong một gia đình nghèo khó, mẹ mất sớm.",https://vnexpress.net/mat-tat-ca-vi-lo-dinh-vao-co-bac-4106479.html,"Thứ năm, 28/5/2020, 14:44 (GMT+7)",Quốc
"10 năm sống với người chồng thích chat sex","Tôi 35 tuổi, chồng 38 tuổi, có một bé, kết hôn đến nay được 10 năm. ",https://vnexpress.net/10-nam-song-voi-nguoi-chong-thich-chat-sex-4105913.html,"Thứ tư, 27/5/2020, 14:45 (GMT+7)",Hằng
"Bỏ hộ khẩu sau Covid-19","Là người địa phương, có hộ khẩu thường trú nhưng gia đình tôi đành bỏ cuộc nhận tiền hỗ trợ khó khăn vì dịch Covid-19.",https://vnexpress.net/bo-ho-khau-sau-covid-19-4108000.html,"Chủ nhật, 31/5/2020, 12:58 (GMT+7)","Ong bắp cày"
"Ám ảnh tiếng còi hơi ôtô","Một xe container kéo còi một đoạn đường dài trên Xa lộ Hà Nội (TP HCM) khiến một đứa bé ngồi trên xe máy giật mình, vùng vẫy khóc.",https://vnexpress.net/am-anh-tieng-coi-hoi-oto-4107769.html,"Thứ bảy, 30/5/2020, 14:35 (GMT+7)","Giao thông Hà Nội tắc ùn - vì đường nhỏ hay lòng người chật hẹp "
"'Tôi từ bỏ nhận hỗ trợ Covid-19'","Mất việc làm vì Covid-19 nhưng tôi từ bỏ ý định nhận trợ cấp do bị đòi hỏi hết giấy tờ nọ đến xác nhận kia, từ Nam ra Bắc.",https://vnexpress.net/toi-tu-bo-nhan-ho-tro-covid-19-4107451.html,"Thứ bảy, 30/5/2020, 12:00 (GMT+7)","Ong bắp cày"
"Thịt chó và sự khác biệt văn hoá","Nhiều người áp đặt quan điểm cho người khác, không chấp nhận sự khác biệt văn hóa nhưng vẫn nhân danh sự văn minh.",https://vnexpress.net/thit-cho-va-su-khac-biet-van-hoa-4107683.html,"Thứ bảy, 30/5/2020, 10:02 (GMT+7)",
"Mùa cây gãy đổ","Đặc thù đô thị với bê tông 'phong toả tứ bề', môi trường phát triển của rễ cây chật chội, khó cắm sâu, lan rộng để bám vào lòng đất",https://vnexpress.net/mua-cay-gay-do-4107320.html,"Thứ bảy, 30/5/2020, 04:00 (GMT+7)",">> Chia sẻ bài viết của bạn cho trang Ý kiến tại đây."
"Cha tôi 'may mắn vì không được ông nội chia đất'","Cha tôi là con thứ chín trong gia đình 15 anh em, không được hưởng mét đất nào từ ông bà nội tôi.",https://vnexpress.net/cha-toi-may-man-vi-khong-duoc-ong-noi-chia-dat-4107128.html,"Thứ sáu, 29/5/2020, 21:00 (GMT+7)","Lyna Hồ"
"'Không nên trì hoãn kết hôn vì báo hiếu là chuyện cả đời'","Công việc ổn định, gặp được người mình yêu thương thì không nên trì hoãn việc kết hôn chỉ vì lý do báo hiếu cha mẹ.",https://vnexpress.net/khong-nen-tri-hoan-ket-hon-vi-bao-hieu-la-chuyen-ca-doi-4107289.html,"Thứ sáu, 29/5/2020, 20:00 (GMT+7)","Lương nghìn USD, có gì phải ngại khi độc thân ở tuổi 30"
"'Người sống thử khác gì đã qua một đời vợ chồng'","Sống thử là cùng ăn, cùng ở, cùng sinh hoạt... như vợ chồng, chỉ khác việc lập gia đình ở một tờ giấy hôn thú.",https://vnexpress.net/nguoi-song-thu-khac-gi-da-qua-mot-doi-vo-chong-4107252.html,"Thứ sáu, 29/5/2020, 17:00 (GMT+7)",Tr
"Từ chuyện cây đổ nghĩ về những sân trường bị bê tông hóa","Tại sao các cây phượng bên đường làng không bị bê tông xâm chiếm, không bị bật gốc như những cây trồng trong sân trường?",https://vnexpress.net/tu-chuyen-cay-do-nghi-ve-nhung-san-truong-bi-be-tong-hoa-4107174.html,"Thứ sáu, 29/5/2020, 15:30 (GMT+7)",Quang
"Người bán dùng dây buộc to, đẫm nước 'để cua tươi lâu'","'Dây ngoài yếu tố buộc cua, còn có tác dụng giữ ẩm, giúp cua không bị chết khi các khớp chân và càng khô' - người bán cua giải thích.",https://vnexpress.net/nguoi-ban-dung-day-buoc-to-dam-nuoc-de-cua-tuoi-lau-4107136.html,"Thứ sáu, 29/5/2020, 10:21 (GMT+7)","Hùng Sư Ph"
"'Kết hôn sớm mất cơ hội báo hiếu cha mẹ'","Tôi 27 tuổi, công việc ổn nhưng quyết định độc thân thêm ba, bốn năm nữa để giúp ba mẹ trả nợ, sửa nhà và nuôi các em.",https://vnexpress.net/ket-hon-som-mat-co-hoi-bao-hieu-cha-me-4107078.html,"Thứ sáu, 29/5/2020, 09:24 (GMT+7)","Lương nghìn USD, có gì phải ngại khi độc thân ở tuổi 30"
"Bạn vay 50 triệu đồng, đòi trả góp 4 triệu mỗi tháng","Cậu bạn đồng nghiệp hỏi vay tôi 50 triệu đồng để trả nợ cá độ bóng đá, tôi đồng ý mà không cần thế chấp.",https://vnexpress.net/ban-vay-50-trieu-dong-doi-tra-gop-4-trieu-moi-thang-4106890.html,"Thứ sáu, 29/5/2020, 06:00 (GMT+7)","'Ai cũng khư khư giữ tiền không cho bạn bè mượn, còn gì là xã hội'"
"Thầy cô so sánh, chê bai học sinh yếu","Trong lớp, nhiều thầy cô có thói quen lấy những bạn học giỏi ra để làm gương, so sánh với những học sinh yếu hơn.",https://vnexpress.net/thay-co-so-sanh-che-bai-hoc-sinh-yeu-4106972.html,"Thứ sáu, 29/5/2020, 14:00 (GMT+7)","Trăm 'dâu' đổ đầu thầy cô giáo Việt"
"Vốn 20 triệu, kinh doanh gì để tăng thu nhập sau Covid-19?","Do dịch Covid-19 công ty tôi cắt giảm giờ làm, tôi muốn buôn bán nhỏ tăng thêm thu nhập.",https://vnexpress.net/von-20-trieu-kinh-doanh-gi-de-tang-thu-nhap-sau-covid-19-4107098.html,"Thứ sáu, 29/5/2020, 12:30 (GMT+7)",">> Đặt câu hỏi tư vấn của bạn cho trang Ý kiến tại đây."
"'Phạt cây xăng găm hàng 30 triệu đồng không đủ sức răn đe'","Cần phải có mức xử phạt thật nặng, thậm chí rút giấy phép kinh doanh đối với các đại lý xăng dầu có hành vi 'găm hàng' chờ tăng giá.",https://vnexpress.net/phat-cay-xang-gam-hang-30-trieu-dong-khong-du-suc-ran-de-4106679.html,"Thứ năm, 28/5/2020, 21:07 (GMT+7)","Nguyen Thanh Ha"
"Vợ chồng 'tiền ai nấy giữ'","Tôi e dè trong việc quản lý thu nhập của người khác và cũng không muốn ai tra hỏi chuyện tiền nong của mình.",https://vnexpress.net/vo-chong-tien-ai-nay-giu-4106809.html,"Thứ năm, 28/5/2020, 19:00 (GMT+7)",">> Chia sẻ bài viết của bạn cho trang Ý kiến tại đây."
"'Lương thấp nhưng có nhà, ôtô nhờ biết lo xa'","Họ biết lo xa, vay tiền mua nhà từ năm 2015, còn tôi tỏ ra ""hiểu biết"" đầu tư vào Bitcoin, chứng khoán nên giờ không có nhà lẫn tiền.",https://vnexpress.net/luong-thap-nhung-co-nha-oto-nho-biet-lo-xa-4106774.html,"Thứ năm, 28/5/2020, 16:31 (GMT+7)","h vv"
"'Người chồng tinh tế sẽ đưa lương cho vợ giữ'","Người vợ chỉ ở nhà làm nội trợ sẽ cảm thấy được tôn trọng nếu chồng đưa hết tiền cho mình giữ.",https://vnexpress.net/nguoi-chong-tinh-te-se-dua-luong-cho-vo-giu-4106648.html,"Thứ năm, 28/5/2020, 14:23 (GMT+7)",">>Chia sẻ bài viết của bạn cho trang Ý kiến tại đây."
"'Không nên trồng cây phượng trong sân trường'","Hoa phượng gắn liền với tuổi học trò nhưng lại là cây có rễ ngắn, dễ mục gãy, cành giòn dù thân to, đẹp nhưng không hề an toàn.",https://vnexpress.net/khong-nen-trong-cay-phuong-trong-san-truong-4106596.html,"Thứ năm, 28/5/2020, 12:00 (GMT+7)",Nguy
"Cân nhắc thiến hóa học tội phạm ấu dâm","Cần phải trừng phạt tội phạm ấu dâm thích đáng nhưng rất nhiều nghiên cứu chỉ ra tác hại khôn lường khi làm đảo lộn sinh lý của con người.",https://vnexpress.net/can-nhac-thien-hoa-hoc-toi-pham-au-dam-4106172.html,"Thứ năm, 28/5/2020, 05:35 (GMT+7)","Nguyễn Thắng"
"Tôi tin giấc mơ của Bầu Đức","Câu chuyện của bầu Đức cũng giống bóng đá Thái Lan, khi cơ hội chơi thể thao quá ít thì sự lựa chọn của CLB chuyên nghiệp không nhiều.",https://vnexpress.net/toi-tin-giac-mo-cua-bau-duc-4106490.html,"Thứ năm, 28/5/2020, 10:14 (GMT+7)","Vì sao tuyển nữ Việt Nam về nước trong lặng lẽ"
"'HAGL ngụp lặn vì bầu Đức ham xuất khẩu cầu thủ'","Bầu Đức dựa vào chỉ số nào để cho Công Phượng xuất ngoại, khi thể lực còn không theo kịp thì ra nước ngoài có thể học được gì.",https://vnexpress.net/hagl-ngup-lan-vi-bau-duc-ham-xuat-khau-cau-thu-4106046.html,"Thứ tư, 27/5/2020, 18:00 (GMT+7)",">> 'Công Phượng, Văn Hậu xuất ngoại không nâng tầm bóng đá Việt Nam'"
"Tôi muốn ngăn cản khi ai đó định làm giáo viên","Thầy cô giáo làm dâu trăm họ, vừa dạy dỗ học sinh, vừa phải chịu áp lực từ phụ huynh.",https://vnexpress.net/toi-muon-ngan-can-khi-ai-do-dinh-lam-giao-vien-4105734.html,"Thứ tư, 27/5/2020, 13:00 (GMT+7)",
"Tôi bị hàng xóm đòi 100 triệu vì xây lấn 1,75 m2 đất","Sau khi xây xong nhà gần 3 năm, tôi mới phát hiện đã lấn sang phần đất hàng xóm 1,75 m2.",https://vnexpress.net/toi-bi-hang-xom-doi-100-trieu-vi-xay-lan-1-75-m2-dat-4105639.html,"Thứ tư, 27/5/2020, 06:00 (GMT+7)","Ba sai lầm chết người khi mua nhà lần đầu"
"'An cư lạc nghiệp' không liên quan mua nhà hay ở thuê","""An cư lạc nghiệp"" ngụ ý khuyên tìm chỗ tốt để định cư, không hề có ý khuyên mọi người phải xây nhà trước khi có sự nghiệp.",https://vnexpress.net/an-cu-lac-nghiep-khong-lien-quan-mua-nha-hay-o-thue-4105881.html,"Thứ tư, 27/5/2020, 14:05 (GMT+7)","Cố vay mượn mua nhà vì tâm lý ở trọ"
"'Mua bảo hiểm xe máy không vì mong bồi thường'","Nhiều người nói rằng việc bảo hiểm xe máy bắt buộc là không cần thiết, nhưng có mấy ai thực sự hiểu lợi ích mà bảo hiểm mang lại.",https://vnexpress.net/mua-bao-hiem-xe-may-khong-vi-mong-boi-thuong-4105949.html,"Thứ tư, 27/5/2020, 14:00 (GMT+7)",Thanhtrungluu1973
"Xe máy bật đèn ban ngày tốn bao nhiêu tiền xăng?","Một tài xế công nghệ chạy xe máy thế hệ cũ trung bình 3 giờ mỗi ngày sẽ tốn khoảng 800 đồng tiền xăng.",https://vnexpress.net/xe-may-bat-den-ban-ngay-ton-bao-nhieu-tien-xang-4105818.html,"Thứ tư, 27/5/2020, 11:00 (GMT+7)","Xe máy chung cư Carina không chạy vẫn xẹt lửa gây cháy, vì sao?"
"'Bật đèn ban ngày không giúp giảm tai nạn giao thông'","Đường ở Việt Nam nhỏ, mật độ xe máy đông, hoàn toàn không cần thiết mở đèn ban ngày, chưa kể một 'rừng xe' cùng bật chỉ thêm bức bối.",https://vnexpress.net/bat-den-ban-ngay-khong-giup-giam-tai-nan-giao-thong-4105783.html,"Thứ tư, 27/5/2020, 09:33 (GMT+7)","Danh Bình Content"
"'Vợ kiếm tiền giỏi cũng không thể ép chồng lo việc nhà'","Việc phụ nữ dùng khả năng kinh tế để yêu cầu chồng phải làm việc nhà vô tình khiến người đàn ông mất đi giá trị trụ cột gia đình.",https://vnexpress.net/vo-kiem-tien-gioi-cung-khong-the-ep-chong-lo-viec-nha-4105353.html,"Thứ ba, 26/5/2020, 21:01 (GMT+7)",Caothithanhtruc.yds
"Kiểm soát khí thải xe máy - 'làm ngay đi'","Vấn đề kiểm định khí thải nên tập trung vào các xe cũ nát, không thể lấy mưu sinh để biện minh cho hành động gây ô nhiễm không khí.",https://vnexpress.net/kiem-soat-khi-thai-xe-may-lam-ngay-di-4105470.html,"Thứ ba, 26/5/2020, 19:00 (GMT+7)","Thiện Sinh "
"Xây dựng 'quy trình an toàn trường học' sau vụ cây đè 13 học sinh","Đã đến lúc Bộ GD&ĐT cần xây dựng 'quy trình an toàn trường học', trong đó chú trọng đánh giá, nhận diện mối nguy tại tất cả các trường.",https://vnexpress.net/xay-dung-quy-trinh-an-toan-truong-hoc-sau-vu-cay-de-13-hoc-sinh-4105517.html,"Thứ ba, 26/5/2020, 17:00 (GMT+7)","Son Truong Nguyen"
"Tôi trả nợ 3.500 USD mỗi tháng để mua nhà","Gia đình tôi mỗi tháng trả 3.500 USD tiền vay ngân hàng nhưng được sở hữu căn hộ rộng gấp đôi nhà trọ, mọi thứ sạch sẽ, hiện đại theo ý mình.",https://vnexpress.net/toi-tra-no-3-500-usd-moi-thang-de-mua-nha-4105374.html,"Thứ ba, 26/5/2020, 14:52 (GMT+7)","Ba sai lầm chết người khi mua nhà lần đầu"
"Bốn sai lầm bóng đá của Bầu Đức","Bầu Đức đã tạo một làn gió mới cho bóng đá Việt Nam nhưng chính những sai lầm của ông đã khiến HAGL mãi ngụp lặn ở V-League.",https://vnexpress.net/bon-sai-lam-bong-da-cua-bau-duc-4104966.html,"Thứ ba, 26/5/2020, 09:59 (GMT+7)","Văn Tùng "
"Sai lầm 'cố bán bằng mọi giá' của người bán hàng online","'Cố bán bằng mọi giá' thường gặp ở những người bán hàng có đạo đức nghề nghiệp đáng ngờ hoặc chỉ quan tâm đến lợi ích trước mắt.",https://vnexpress.net/sai-lam-co-ban-bang-moi-gia-cua-nguoi-ban-hang-online-4105225.html,"Thứ ba, 26/5/2020, 13:00 (GMT+7)","Giảm giờ làm sẽ buộc doanh nghiệp phải tăng năng suất "
"Làm thêm giúp tôi bớt ảo tưởng bản thân","Tôi đã bắt đầu đi làm thêm ngay sau khi thi đại học, và đó có lẽ là quyết định đúng đắn nhất của mình từ trước đến giờ.",https://vnexpress.net/lam-them-giup-toi-bot-ao-tuong-ban-than-4105174.html,"Thứ ba, 26/5/2020, 09:32 (GMT+7)","Làm nail khi du học, tôi được mời thực tập công ty tốt"
"Những 'lần đầu tiên' của ngành xe hơi Việt Nam","Bạn có biết ôtô đầu tiên do người Việt chế tạo, xe hơi thương mại được lắp ráp sớm nhất ở Việt Nam từ khi nào?",https://vnexpress.net/nhung-lan-dau-tien-cua-nganh-xe-hoi-viet-nam-4108007.html,"Chủ nhật, 31/5/2020, 13:43 (GMT+7)","Phạm Trung "
"Bốn đứa trẻ đi giày patin trèo xước xe sang","Trung QuốcNhóm trẻ trèo lên nóc chiếc Jaguar khiến phần thân mẫu thể thao hạng sang chi chít vết xước.",https://vnexpress.net/bon-dua-tre-di-giay-patin-treo-xuoc-xe-sang-4107413.html,"Chủ nhật, 31/5/2020, 06:00 (GMT+7)","Mỹ Anh","Trung Quốc"
"Acura TLX 2021 - sedan Nhật cho người Mỹ","Mẫu sedan 4 cửa xây dựng trên kết cấu khung sườn nhẹ và cứng vững như siêu xe NSX, động cơ 2.0 tăng áp, công suất 272 mã lực. ",https://vnexpress.net/acura-tlx-2021-sedan-nhat-cho-nguoi-my-4107670.html,"Thứ bảy, 30/5/2020, 10:33 (GMT+7)","Phạm Trung "
"Đóng, mở cửa ôtô - việc dễ nhiều người làm sai","Đóng cửa bằng lực rất mạnh hoặc mở cửa mà không quan sát là các sai lầm phổ biến mà nhiều người đi ôtô gặp phải.",https://vnexpress.net/dong-mo-cua-oto-viec-de-nhieu-nguoi-lam-sai-4107473.html,"Thứ bảy, 30/5/2020, 06:00 (GMT+7)","Đoàn Dũng - Văn Lộc"
"Xe sang phủ kín bụi sau bốn tháng bỏ không","Trung QuốcChiếc Lexus nằm tại một bãi đỗ xe ở Trịnh Châu, tỉnh Hà Nam liên tục vài tháng và mất hơn 420 USD tiền phí. ",https://vnexpress.net/xe-sang-phu-kin-bui-sau-bon-thang-bo-khong-4107383.html,"Thứ bảy, 30/5/2020, 00:00 (GMT+7)","Mỹ Anh","Trung Quốc"
"Siêu xe điện buộc tài xế phải đội mũ bảo hiểm","MỹNgười đẹp tóc vàng ngồi vào ghế lái mẫu Faraday Future FFZero1, đội và gắn mũ bảo hiểm vào đường ống phía sau đầu.",https://vnexpress.net/sieu-xe-dien-buoc-tai-xe-phai-doi-mu-bao-hiem-4107238.html,"Thứ bảy, 30/5/2020, 00:00 (GMT+7)","Mỹ Anh",Mỹ
"Cảm xúc từ khoang lái Peugeot New i-Cockpit","i-Cockpit tái hiện buồng lái máy bay trên những chiếc Peugeot thế hệ mới trong khi thiết kế công thái học giúp nâng tầm cảm xúc người cầm lái.",https://vnexpress.net/cam-xuc-tu-khoang-lai-peugeot-new-i-cockpit-4104775.html
"Ôtô điện rộng đường sản xuất tại Việt Nam","Hưởng thuế nhập khẩu linh kiện 0%, ôtô điện sản xuất trong nước được miễn yêu cầu về sản lượng tối thiểu ở hai kỳ xét ưu đãi đầu. ",https://vnexpress.net/oto-dien-rong-duong-san-xuat-tai-viet-nam-4107336.html,"Thứ sáu, 29/5/2020, 16:04 (GMT+7)","đối tượng được hưởng thuế"
"Nissan - Renault - Mitsubishi - tựa nhau mà sống","Sau 18 năm cống hiến giúp đưa Michelin trở thành nhà sản xuất lốp xe lớn nhất thế giới, Carlos Ghosn nhận nhiệm vụ mới: tái thiết Renault.",https://vnexpress.net/nissan-renault-mitsubishi-tua-nhau-ma-song-4105335.html,"Thứ sáu, 29/5/2020, 11:01 (GMT+7)","Thái Hoàng"
"Cách ra, vào ôtô an toàn và không hại cột sống","Nên đưa phần mông vào trước rồi mới nhấc chân là cách vào xe tốt cho cột sống nhưng không nhiều tài xế áp dụng.",https://vnexpress.net/cach-ra-vao-oto-an-toan-va-khong-hai-cot-song-4107037.html,"Thứ sáu, 29/5/2020, 10:31 (GMT+7)","Đoàn Dũng - Văn Lộc"
"Xe máy chở hai đứa trẻ suýt đấu đầu ôtô","Hải PhòngNgười phụ nữ chở theo hai em bé đầu không đội mũ bảo hiểm, đi ngược chiều ngay khúc cua khuất hôm 24/5 tại Phạm Văn Đồng.",https://vnexpress.net/xe-may-cho-hai-dua-tre-suyt-dau-dau-oto-4106578.html,"Thứ sáu, 29/5/2020, 06:00 (GMT+7)","Nguyên Vũ","Hải Phòng"
"Rùa ghim xuyên kính lái ôtô đang chạy","MỹNữ tài xế giảm tốc độ khi thấy có vật bay về phía mình, cùng lúc con rùa ghim thẳng vào kính chắn gió, một ngày tháng 5 ở Georgia.",https://vnexpress.net/rua-ghim-xuyen-kinh-lai-oto-dang-chay-4106529.html,"Thứ sáu, 29/5/2020, 05:30 (GMT+7)","Mỹ Anh",Mỹ
"Người Nhện sẽ dùng xe Hyundai thay cho Audi","MỹQuan hệ hợp tác mới giữa thương hiệu xe Hàn và hãng phim Sony có thể mang tới cảnh Spider-Man lái một chiếc Elantra.",https://vnexpress.net/nguoi-nhen-se-dung-xe-hyundai-thay-cho-audi-4107141.html,"Thứ sáu, 29/5/2020, 13:41 (GMT+7)","Mỹ Anh",Mỹ
"Xe khách vượt ẩu trên cầu, phóng qua đèn đỏ","Vĩnh LongChiếc xe khách 45 chỗ tạt đầu ôtô để vượt trên cầu rồi tiếp tục lao nhanh qua đèn đỏ hôm 27/5, tại đường Phó Cơ Điều.",https://vnexpress.net/xe-khach-vuot-au-tren-cau-phong-qua-den-do-4107352.html,"Thứ sáu, 29/5/2020, 15:30 (GMT+7)","Nguyên Vũ","Vĩnh Long"
"Người phụ nữ ngã khỏi xe máy khi trông thấy cảnh sát","BrazilThấy xe cảnh sát chạy tới, người phụ nữ không đội mũ bảo hiểm nhảy khỏi ghế sau xe máy và ngã đập mặt, hôm 21/5 ở Itaituba.",https://vnexpress.net/nguoi-phu-nu-nga-khoi-xe-may-khi-trong-thay-canh-sat-4107076.html,"Thứ sáu, 29/5/2020, 09:55 (GMT+7)","Mỹ Anh",Brazil
"BMW series 4 sắp ra mắt với lưới tản nhiệt 'khổng lồ'","Lưới tản nhiệt lớn trên X7 không gây nhiều tranh cãi nhưng điều này khó lặp lại với mẫu coupe BMW series 4 2021 ra mắt vào 2/6. ",https://vnexpress.net/bmw-series-4-sap-ra-mat-voi-luoi-tan-nhiet-khong-lo-4106687.html,"Thứ sáu, 29/5/2020, 06:00 (GMT+7)","Phạm Trung "
